puuid,rank
dc0k0hiRBXdFq2ZczChwgQTgUe_OY9A53gHwVUrnJ6-lVVIcrARXnqdr6Svq1htVD2ztEV5H7EGYrg,SILVER IV
LAUIPtvhbb0QWUNak0TtucBqDYa-jaNzZavHPaHygzWPESW-du_3wnF3_c3b8w4fcHtTCuHWtNwGLw,SILVER III
pL-q3iwVsCCknshtHyth9m3CgT1vj15iJF1E48YFzZsQhrtDrRdSRDZ1WefSFfS3Iz2At5Z1dpGKFw,SILVER III
CiQWxU2po1OSR8_A9iQqs3rienU2pagNKRzuBMNhxPJedcCcFHRqlwtRnt86HoIfhR3aSDsahpUwlg,SILVER IV
mgwCTjBtftyhMewS-knmJf0Oq_pQeLgbqDjM98MNJBvJ270o9PVBb4sbIin3J5NM9eBP8WLDqo4QXw,SILVER IV
xd2UjpSlYeJatho6GPz85CpGBBwbwtEeGNfIFJZ_kCt6dOLP9Ofu3EDlJ3q6XUdxQJYZ9CQwxwimuw,SILVER III
zhnh-KAfTssSRam4YtkbcaMZe7jEOQzoytPdek8JAgOpnix3-AeX9lX86nduLBe5njRpmm-4CHq54g,SILVER IV
MWOdOQwtNQZBoOCCiUwOdBq4063sn9kT-Lne35gE6-fK3Mva8rTVz3Ho5zoLjUbNrddde8rzXwUPYg,SILVER III
mOp8LoSJN-n03AuFDultVN_r2a2_qmIOdzDj9Pp3PXfFqJfPqq95A1m90nyDvRwmKOxQy1CKbBiWOw,SILVER IV
moUT1oK6hsXntJIOAk47_JoshR_lVpfP6ugf3vsCQKHGt2XYXXm4_WkCBf9SMFvCszX1io62q6gddA,BRONZE I
-0Yjfl1IiXGoccqJiLv6s_t0MyPWDWwLRMt1-k-Mrh6XQDh_Al3HM1rIvkaQNBYPjJ85FS-70YY1Uw,SILVER II
0pe2-pBeV6cn20A7cxUWk2xMy3398da8uEhhz-Tj1WJNKSq4JeS5Ht1-hbvh9t_fCV1OWdbwX7gc5g,SILVER II
_gmM0O5xSlmI9fYawgO6piyqv2eBRuaIxqnTqHq9hek8nRMVEX4WRZUJTcxJfUJ-JBOaqbhQkvf_0A,SILVER II
qfkXQkb9vqK2hdX2pUdAfPLJ6IJ4-knmj2fo0sGGnVXFKRTLKHY4NqvwvTfgEHo6Ce4JhbefNPk6bg,SILVER IV
UZ9fl7M0XSxYXqJX5wy8bFP-06mtkwP6vUwG2ndXAntmDA-LkpeMoIucoe0IJ2vRv30AIxFc1-d4OA,SILVER II
ovqTOhOqZQ_3wON-pjtA9ySTLrRssUfPu_akhWCeitfIzEjDy1PmajHv3DwPTWxWpKlp6T05T5syqA,SILVER IV
7gBssuh3FBU2AxqiPMvsbqs6aaBoiD6LMHPM71vafbQZGdbAexN6zAkr5yYKp5EQXwqKuC4v-Xqklg,BRONZE II
MGl0i1pA9k664p7IGbfjkVneeZRiCpB8u53ro31USJXrkaHl77MZ3ayedro5dVIIiH1KfEULur0HjQ,SILVER IV
XMzzB596qT_TmnezOfOBB7_QPB_LKS1W3Uznzo32mGpxnzXI0to1IMNNuI5rJTUKbY-jrQkpPO-DYw,BRONZE II
UacbXJjkgR3mNu26bVSa78rrRt0XC_zONgh-SZWOgeq025AMcSDbsJ2xAaQyKid22oNT_pvmpZJdHQ,SILVER III
YgN5mmlHSgjwlls-IHqtOwcE7jxmiiUFym7p5GPUgQRmPsL6MNn5EZh91MrGPJ-fnrLv6KXFKJO9NA,BRONZE III
joQNF3BhZLU-x0gcLJZH8qBba4KXQvDh-zWbdHiaPd3De_IiXtN-4N2FO1RtBAbWsWOgXUFHj8kh4Q,BRONZE I
MW5fm5m5NaG15VHrj324l3m1ebRmd9nmiMGEAFejM9zM4cMaJ1iSamaKqVR8ZGmSEOFqR2HIeQLpaQ,SILVER III
2YoHWs0aVDnfnC9NMgXMb5Jc_SzGhG-ridLk57jHljOA7aQjZ7UUuSmUInP0hgogxOG-DvvhxNlRew,SILVER IV
96WbZUGLe7Kzb8P_vBJELyImjn6siS0FF3c4FA1WbN-KaoezNfGBrsOWdvJpoKmXGid44uFD_MQscA,SILVER IV
oddFrcnP50_JOIDgtStS7eOReAa3AWR7XIzDrrzU2bulu8w3sJHUM914CkVel71gwT69t6HOmxY8hQ,SILVER III
MZauVFjQfZBa1LGqn8i4Ru_ZixMJKCjY9noZpy2omlgO3kDnEyljr_omdHjCoQ0X8q2CpgpjpWd9dQ,SILVER III
a9cy0ITrH59iQv7cxi0gLvQlvqmVE2zchN11TBsYAs3kVFBbcKhyP9hR8fBS6ael-FeQ7oDVMIpBPA,SILVER II
R04oMzODzNYm6bRJyNHZ31wS6NWeeoFyQrbu5aXc-Gt_4D0zdwV9RnUk7Pkx9yDZL6rGIvVhetKuzw,SILVER IV
F7q1gojp8QoPjKDK4G8sZ9-6A46aKG_nnpSa4G3IybGPLovGR4UNz87QwkIembYWh-OKj0sglctYzw,SILVER II
puynXJ1bw-ltIqg94d6_M9dwXBI00idiWrhO9EtT2ROqlAPmxIOuTGqXWDNVX0r7pgC9goN0YqAFZw,SILVER II
0wUftNF8MTNmTcmCcnngI5L4YN-pjR4iWAzJeSmWTUPodmQGD_FKrUuIxvZBq_qlEacoL6HSWQy6YQ,SILVER IV
9Z4Rg3vlJzfw_rBv9HIOiCw4QSttK95cgv_ZduBB-HD05NbfvhVQkFMnLxJg8XA_xr4YLFCUrRNwoQ,SILVER III
jVK714RLz2eYKbixsw28ZUqzZvXUbUfpYOTjb038qPRs5VLpt7eOsKFGL5DRnj3w82gWkfDaB9vTbA,SILVER II
dnmzGu_VeBC-Gqg0nT6X6K8nYM4syrgQtfxyRqX2b9pe9b31OSW9w-vb3AEpCipYcWi5UnsYnL_Kqw,SILVER IV
04ghmihH80-Eqkzll5nM0Vb5T4JwGJ8STR66FP9eGr-HfiitFnxFsNSlysNTi0m7fnCtmnph1HFi8A,SILVER III
8uCWaYySQPvIgH__q1XzfNR8KR-WIsNvMt-wynovCAUcMbQirJ4KAGq8Ds3ZV8oRI9U_BxKgDSKLag,SILVER III
Gyw44BXw-LA8LIECsHf9V4fccIDC6_u_ocMSeMp1bfha282YlglxjTCyLx9SG02ydxvYpY_sMlMpEA,SILVER II
r_M-klvThJg4IrqllyFRlz-EGVi5tXpvk29RGBYKHh-DQstG4YjTIvJ7KP2A0tg2gdwMkZGd4jR7Cg,SILVER III
7FiR5Cp3ONRz_fx3d_VxVUbaFmcz0diU5aIfX8_U5ThfBeJLi_J2SYlaZiDxRhnfrXM7uBiKyqFWyw,SILVER III
MDcKf4BJHkZ4MDNtxTITipw6IpeQoBDozs0zZzz--CMZw3NbnNLc929OBG67qutvzs0hNK3KY_MJXg,SILVER IV
7Ttu9decmgWIBHPEIhcOdDfFuyZBp5EVZcxMxbwm8H7rYmK9u0w-p66yXv0PWyq_EB7Z7a88-jBJFA,SILVER III
x6zscWMrbsspo93l9YoeqFkhmNv-HikKflGDMSLGyk6eYvshoWf6i85RCuw6KCPdXDuMTnTjT03mAw,SILVER IV
2iiIetjyP87otWgi4dr0OTenSkucraTgqGTJ1zefuCkv8heycSajAlK_WjD_eyAmBrsNjXVz3tXFHw,SILVER III
J6YYHoCn40LOhkq6LELGkHiSnmZNrTugXZ3C99mspB8vqlcD9O3yKUp_SiWGuW7nvMJLs8OeV-WyjQ,SILVER III
dAHSnXhTsMBUEAizF3D7MOr142_gnODXe_8AGw8hsyivUTO_MhLNqX7ozcUVo7LWLqQbAaMWzC5xFw,BRONZE I
I2Uq4kORT9C8UAWY0SS0W853TZD4APFaqWnD6aWgfXJgrgw2Gt3nvsYUAYGNHMsNmgV1d1zcUZEt_g,SILVER I
uu1wYpHdOC9uWPkQkljiDtD4BhInHTf-HyfCYKvoMWZEbYWOQ5TuNbhDhWnEGN2ymjpNs6QIr6B0hw,SILVER IV
9N6uL2O0rUPLD6nJV2WK7m9WnlHyM1yek3fHdK9znzruKSqrSeLC7bwgrhhTOgvks13Nxu4ZDI14Fg,BRONZE II
ebD5wVmzEzWQxNTzWNcAjYnx2AmiQ9drMh_OOtGkPYTOB2JvgpYS1ix7QjBV6pc5iKNb7dJ8Xzc7VQ,BRONZE II
n36EipCMy1Rxx8pspiERFfEsnsaLT-V0r6UYv12rvazvVQbglzlgTJ5xinV5BbDqzs_S3ntLPzVJew,SILVER IV
Qjb-t39QBC0oO6b-vYvvCKQubvSyNNBK_AMlUWnVNlmm8GQW_g6O1Q8AvI9YbB6MNnTAzCzexho6uw,SILVER III
Uc2zTwR-Y-_WD4VEE7vHuDdS0PSGBCJsZYMbNEX1p2VdHfM0GJXgU5pT9I_VvcKsR5oBRDXZzHLGwQ,SILVER IV
f4YmqgYuVK6jnXDQlKmKfW49_d4NkFmPlGDkSjLrsBrQPG6YqN9krOh4d2QJDARa-dMN07JIwUmhSQ,SILVER IV
NVCiIu4oNo91cG6gKMCpnP4NUchag44fkFk2dmcW_8UsDNce29oCfSaI_TMRvkz8-XRJI182o0-L0A,SILVER III
JnJfT3A6zR_wmYK7vC_8wZuIHnyUGfT6-yAUWfmCTPEYzeodhFAIcueT-je2FccUFm9f5gQjWFTf7g,SILVER III
_WjIcD-yFFLU1xR9AhRjB5wW-9_30UIRoiEqA3A7KGiglG5NhQILVbSWevTlJXrud4FrhOgRlrycww,SILVER III
NbStIP8ifiLwhDQaFQqYGKmt8TX8qiZg8qDpxjw-ae8wNYgLlE3f6F1KGa6J29BImmCGym5vnF8uWQ,GOLD IV
oCdi5Ve04pRK-uE4zkjAJeEnsJxSEPdGzHNF8RwmYSx56ROXEjmn_tA2665H90sb28Vs_3lVLqhj8A,SILVER II
rXLv4JLgh7lwPEbSLaFrM0rw3_TPnT5VIDgc51zzMqNOxNKkMLwThvnc7wZp3A6N2eieguxzUQpHTA,UNRANKED
kJwlZr4nmYCiIoSwQuuU2KTvkAzb2rDMFQiL8qzYJSVpiEYoiP-6mnQOIhjLlt4DqGbDo4NSkZJ4mA,UNRANKED
oZX9QdiTvS9PkhRJ7Wz0hC-VaA8pgrmZFeaojWqGUMu7lR9PW3WSGHSBhZNAFSDWk5WJIHNmlPKKmA,SILVER II
UzpFM6kFeEVYw3n7o4w4DwvvY9xzCBJ1PDyt4RN-D1FtSBZE-MINhMZ2TuxKbOxiEBfyGu-VrmIuVA,SILVER I
J2sceXHa1RJFK353YIKwZroRuXECiEOHhYJXfw7-k2J0ihy7PEL05wUIucRjjcmgustdULmpfQcVrA,BRONZE I
oHaRVB_8PdtDOUjv0Nz66g6P3ZhcIRf9gjNqitmnso73P2QHbEWSnTtr0XzM5oWcO3qPY8ri9tSDvw,UNRANKED
FcUqGNAE_iNaCumBccY8wTtaLp8969YDUu0hdQ1xiGLkeVFNfB_6HtaEsX9CIAGkp2_ewS27PyVjTw,SILVER III
YINNuDIf6VxavPWKwX56UNdSGZbxbsA4kriAfmWS_gECmd5gvJGugZ4FWIL6ylCSd9_SOLuxZzVOcQ,SILVER III
QD2HLogHbMrZKEIQTytioTtFRBqtmEKpJbk4R1n5m-0slY9DvWtp1dkVNfRgS-F99IusV31kk4o6Tw,SILVER IV
jPiUDGi-FNMKnuhG-QzV-zt9USANf3mBcq6kJRARp8_4-XUDAUCckmBiz2ZD_Ae9LMa0PswS90WpZw,SILVER III
HkTmXOqBV5PBHMNUji6dWV8zN_MUriDS7ahX5ugNlEY8CmoYFGfbP79Cz5l4LkCITUk5RAV18QeVeQ,SILVER III
vzV0gwZuvs152ar0HlC_6PXkDDmnl_bF6uOLoypoOVJVXR_XvrF2TiOk3hBPU7HJmx9dh1hpTaGJew,SILVER III
6ZUbXSsKzgUbp7pb1CIO1MTgXlp5n6_Bve5KkklkatBCEk_eS4fOekcd7qU6zBJTM-DlE-7Fg2zbBw,SILVER III
ZdDGKg5QGydILQkcd18kGx8cC3foulXWfwhBfT2CFg1GS5P2lb-70aMziVt3Za3_IddX6pm4LY3HWQ,SILVER IV
Gn_LkGmIY7AbA-AvgKegLhnZyUyS0aToUBq3MjUMKyxzSDJ54BwdPXZtv0VeQv4vusOdkb7kewtF2w,SILVER II
it5smgShrRNa9E2bh21Ak6nFks0kES_CW_au3ybukpCu5FaB2NkrW7sGC1GsA8WtVtTWh8q1H16RUg,SILVER II
9lUVf8XY-21f61gozX5V9oNr2XLTB8xYbAsOE4u6zk5Vgnke-j9S9GchHnAin_kqwU5wGZSRsoEfug,GOLD IV
aIZkTfgDNWwaw9l5NLvhUjt0gbfIuACX89gQMWrjRT20kpnZvqJ0DmZgAASZrvaKdXVz2P4d38AJGQ,SILVER II
cJtnyuJEolWgTebgAEz1Qt7ftoJWf-I8-kPniFvsIPHY9paQOzNou-8ABvHG0yzIUHIGtfPUZMl3AQ,SILVER I
UCqjS8rEGBc5xyXMgLRBuGE2vLkrupKDSJ5kjMK22dcr8FNJWmd4wz7xNdQx5KX-bz6eyl-SFIgBlA,SILVER II
kYX7v9SDsakgnAPQZYMfI8utXIti62i3yoVR8upYAtlCwI8DjGHZ4KojqvqQiuUM-FlKystznCDFtg,SILVER I
N8XAbhwt33qPRisJU391yGtq9zTyjDyUX2J_IchiDDb7Fgl3wsES0MqCuer2M367FCq0UytILgD6rQ,SILVER I
8ExBof6zxZieVLJfEeddEfYHJ-XeyGi7F9vWa7is9qyl1RWwJny8XHE64EAXJnYv9HKdIu0Hp_hgEg,SILVER III
10s6HqNSuXUJfujIgihlTnWml2Iat5sHj34TRfk9dpt_2HPEcY35xxfFj9hbNsvUth-TG7-PgSl5cQ,SILVER II
9iioFy5Wi0zenBUfGbHkBh9K33xtHYxvRgG04FT4LPLLw79AViTUmCsMnP79IIK3rNx1gziZGubVaw,BRONZE III
rnQzk64XQjGIY-BdcfQTxpoBTaIj69NowkRINi6q8at1HjGp1opD8VLmNAr6ye3-HqMqkzAyBlH2sQ,GOLD IV
fW_Lq-BcgQ5T2vwITcGxTPS83diISn9sj82-kT6MKeluGky_nMJjTbl3wln975oU60BQ3offqYXELw,SILVER II
EOyOUFB5eSsNlK46oEYVO1vXJJEfxiBzxPQnjD5piQ0ZMoy3JvjY2nuFRe99J74FHFMgz-TDgJrfJw,SILVER III
gsKsj1QMPIRg1g6TAdxl5O0FejTWr_zuNb1EZKkUjmBc9mh6_WFF1cUYRttKGeAW17Zoisyj2K8BGw,SILVER II
Awtu-47F6ITkjktKFSKcX0ZuuwERXNNrYkDbBFuShj3sy4FpqNFOt_bav5PC5IkRTCwFid5O2uJnKg,SILVER II
QfH7q3_33gm4tYgjD3_CM3LPsLByPMnzTO1pkV5LEWsrIXMQoO3Xx3ja3Xq9GLzU59N43DkMHRapAQ,SILVER I
jCCgnItsDgJ4ByPYPEahw8ZtEQLXGSstjHLSQqdbDex6PP_RpKUbaNDA2XPgUm2vqtX00glIGq3vDw,SILVER II
rAnIHArl7fh5c6uiyfs5brkjF7KUVb6f4YDWZ_NsiAKTZ4ylZzlcuo5hUdsuttjM6zmXFVbdtLweLg,SILVER II
uHiwqm6Ec1PVMbxy5bZ_LkzUmXwqtmS6xm3ynrBqyRQF3EoBmlCFmTPKRHmHgUXMg-_brA7cfIiKsQ,SILVER III
ok7-lGkfZs9bg6VDu61M1CqX5Qg4w_pmGqEbmZpvZAr_X8mCMs2ZAbrKC4JbgQXnQCkb8kvX3_-Kug,SILVER III
1WBDiTKBVVAhWTsYG874hbw9rSw5z6VAVK2MKWQ3yDNiaE905ps_Nz1kMkFoImSNI8HXWSY5LJT_EQ,SILVER I
C-AOEkI-tjWj1vk7W_jEoq38ixWC4NgHi8YQtcHd_TAY8UwnwzsbHmJW1IwEE1_ODQzt70FfptNmOQ,SILVER IV
9w5aYbzhqJHGmyifQFgOVcGT6TQCegdNYTa8WMUH0mjNLZLU5zuLEMWohUndn7Ua2Eoku70TbUkj3Q,SILVER III
Jky2tDCcCSOft2WLKBpA6o2M_FThglaOgJOyL3BRpdxrvK-9BKma49H6TOlE2n9n_SlIpFMnXGbUrw,SILVER III
EjOfjJLB_ozIm06CmgZi9CKmC-UdkTGC8Vjmx4FKmmZvS5yxSfNsMfY5SNEhKtqCQWlYBerd3DwkQA,SILVER III
5rm3BFPB4Z9iK455GOSZI4ZSrE0dRffW6BK-wCFcVm7G715YMBe-O4XZBOHz6H5WrceoQePKeeDTbA,SILVER I
15IKeFwv0iqNTdQIV6L0UuTyvoPhh4hg_SDVARxKG-zV2g8q-JjQp5wW1cTPqq94OtK_ZrALax7dKA,SILVER II
nNUtqZU0NIe5iDdyebqkxgzqmpYKDzBeJOxbjuyrtqD0Ov_3puwh587ygq1pz4g0qCKSmeb9HDhxQA,SILVER I
64dhCrEIToSNfalB6q7eiFPMIBPAG_WB0FJzAZelUcgdGNZUdnxMTyp-YGUFKB_ZU_whymMSXs8xsw,SILVER I
G-6wawxqiMTSgWmzTNoGF7PIgUXAfRt5x5ZpQIEamazix_kNCMfGzdGLhPFn_qVpi7svR1wR4LM1Bg,SILVER III
wGIyqrModefWgL0l9OYyM0fHoZ13bJwMdaoxF_fFKocJ-nzOEIg636xtcxkaF3mSb_fGsmJ5kEIQog,SILVER II
7xwPJkm4ZkhLcoYpSHdaH5NygaiFDgq8j5_0IZXKXdrAQui0pY1lAsEqsBB-mYSSo1k3z82I17T_dw,SILVER III
5oltMsR0PJQakAbRxJTle5rYVMgFgIn6vF6tX_5VClkwbg4-vrWCSEZN4RCsy1oUYcbg0ZyB9dxokw,SILVER III
d5Ba5xDFPrG-4tOhlByU4k-BHr1SZmd07K5eVKyUK6Ssu7uHyu5lRj3N9BLDBkQPKJYp6fnny3mbTg,SILVER II
T4YAuyJ6ynnA6RcYlZvDZ7s_X--EFsGndT1RnUwx31bDx-xOM3Z4LMAgGAoSdwteyQ01UfcbtMQ2GA,GOLD IV
-HH8nDQgnTIYNOZY3jteDb4xgt2hUsTZyLCgVy9SJGbFEUWmneIdueLVnM3ZeL-IBV1-nIPWWuh69g,SILVER I
lU_F-XsaUKXmI0xuBVaAap3TTNN0cPS7o8qiebvuWYQ9ROgaFNgJ_uFRbwhaxkfFPT2YGBrBNKP6NQ,SILVER I
-EczMDEpFaLw_kUWMU_cAina-fNi9yzmDlWdI56TJ7QjbGx1wc7MmH7pRdjAH4mLxc_2jCyh4mufdw,SILVER II
oayi7GbyJy7Gas8jWsVCgn0eed_uPcBL6UNjev2u1NkMz2H74nsHbYKwpzMTxMKleaGLkaMpG2GorA,SILVER III
IaWMXmbtkGdvV8sMB25eEl-ghuihbNfpKI5lk2ySHgzmCVnfMdsGj1FcB7Ej49LLESfPNQrrXsRK0Q,SILVER III
VxQ_Bdvj3Px5hLje-_pQyg2ZxAKdv7teMa9w36abiNU_1QVVFaeQaaTn7_E8u-tvdPoGqr4S3fXDSg,SILVER II
vM1qi-V4KsPJmrx5l_31zrdLGjnHaEOWqp771KnrHB2wE4uwZ_ou0KmJc7UEr-J2kGS0XCkl3cT0jA,SILVER III
quefO3UwLoRfOCr-sBWfsxp2zGRkAddUBckpjjrvkQfhNbqXvqG_ul0T6ebcyoOzR60U9FdlXiPeow,GOLD III
8DxqLEPmXw3wDDCuqvQH7pqz9ViWryyJ5bPAaBnEraOmds8YhAabHUWY0TvLPeeHqhw1m1PBeYuHOA,GOLD IV
7lUvNOwEkPOhQnVjhRv3OkAMvW294VAoctMCaNnkFwlLSd-nY8wxotsag84ftR9-YWKMMWvcwIjcFA,SILVER III
oKaS2MmThplkzKM80NNPlfOlWSqkUGgDenkQILXNroJrav2CYNUkWrQDsZPceDt3nV6jMxUbV8iHIA,GOLD III
e2zJhUpYiUpZPCFHTN28fGpXfJ1qlSBdMC9AHb2xrmHXqOCYrd85COjeW9aDkBjYdkhR7JWlB4sCFw,SILVER I
lzgGViqvnNwdH3Rxuj1XNhztP1oBgn2XMuc6u_-Hnr4pHApxuwxEeMpoyqWHil9ff7XzS9N7_9PWsQ,SILVER II
mGk_EkKPY9fJYvo51t0cwR5cbJ_Xzo6lEcLbawWEBM44yFKNxS5f_rmcAp75nm-4eYOgKDV-PIau1w,GOLD IV
Ai4d75YAK0eTTwT69MysFC_LAyckj1A2oQ0weD3CVsXsU04-yEoVYkXyPIrWyYX2b1VmNGIYvriPhg,GOLD I
AA_bXp959gxo22h33BAlfSF06vjVzge4uBUkBIGPLe0RYGJNlK5A7qQfCN3vw2tEQwtdc4He_atQug,SILVER III
lzjxmiXFpratdtEZcu2oUIWXKP95YI137QoOFM2eJuxnTgAjPWzdQIdrVsI2onFEn30IVAehnagFZA,SILVER II
UMPF2HdNrJ_sul04pr898ncXaP48edWzr875QTpPmoGQHYHmWI0EmqovauZvldZPzT3Z7OQt0MbQKA,SILVER II
EpbUulc6-tC65GUVpjfGqoroqgfz73EK1X6bl5loRqw0OWBi-yGuy54-ViYdFk9ZyE5MUkRDFVNuYA,SILVER II
x3fawILLocjz-QZAHo09vRMASOwG9-c3J_07OfJB-6YyL0ive2tNRxRQopeT1JigDAMVRn1_wpUM3w,SILVER I
vQIACT3PvyNqzBgmXdGCk92q8IOkV35dw5iXfgURBu5LeB_H94epEnjTC5fPHHqtQtWGMIFJ7H1hBQ,SILVER I
ss2bthKZzBC4n1a6_ULrCjxitalA6HZ3welhaPq9hU5tpIFAjnRw2DdG88Zxz_pNLlR-GUdfPqi6Sg,GOLD IV
SkLOXnTkYtlxRY-tL5paJ12WNrA1IyConlRGUiD7cpJ8xdV_iF57269Ct-wk3Hj_eZ3skld2Td9yhg,SILVER I
E0dXHS87tDQj3BYescopn5ZI2wEh1bGMuuy_SB64CYvKIuQAhcfEqSC5C6tIe193p2YQ8Nrm7Mr2gw,SILVER III
iQkovSgjE1OVn_eQ1os6z6c9q_6-2IWHvK8mQDDJUfqidQBgg-CJetsRuO0Bx9Dr1YmSWfJK3czlww,UNRANKED
9lKWKHPFK_VsoVF_fCGZM49qhd6je8V5WnD_kvQOTXtvDiWnZcD_DUpDD9fO-KvkE5xEefOFP8e10Q,SILVER I
6f_XfG9u1r16m8JSjpAfNkfVjMFUFff41l14YZDG3RY9DB9yFw1o-9lr3Mghd4rGuSjxlr-bIGRYtw,GOLD II
0hJV2PPLk4rvRDST-I6VxGsgUJA0mBNWyp41grY3FdvtbCSHzbR7CYIxbY6-rE-XWWO28r2C6btbFw,SILVER III
IHbCfFFv4LZ8r9I5EWMMwNk0Y3l5dqP2iac-INikHQLwLX8JozUhhXexoiaUZZEE_Rvv2VV2R0jQbQ,BRONZE III
YQV2C0AlRkkWVaYfFSbCdPuKbd_b-TbdncCfo81MR2S4L6jElKx5FQDX5JaeQFqz2dJigi9Nz5yH8w,SILVER III
MsCziQCMiosqImyFq5KA7wrhCUKUxJwVX5eWhshNNn10hEE2aJPH8U-9hHkMDQLEdVr9OgP05MvxEQ,UNRANKED
IW45GbSGDAsDD8RMb3tVhEt43ND2TyJjkYlFz3C1SZaUAQrRsiyt7B4dUJZ3LHM-kH1ch4qwgyhuLg,SILVER IV
WvXG6SR9i1m4O3CR8sLu9_sFDGgLle8-1BCEqUj-MNMqItfy_ZlrXfYnZbn3m_zIRctNtE8GhwHF8g,SILVER IV
A2lvSDRKkZpcaLet3YGIXwEYRV5zbNABSG5SVnOv6GFkOfAgjYpbtxRAr9CLZolsPo9zGPat5-bGHw,BRONZE III
MgPrTzRfGEmGmu1a5E6xK0PWBxI4QV3OsZaWMGcnWzgvekcAEjVd9YYRAu86kv7B9moDLMu7S1aVDQ,BRONZE II
OvgssBq7WPTbP1BS-Snk_kQAd5eoPUrI61W4cGEraSW34orkuVINhjWYjdjhKF_7AiOf5l2RP3QyzA,SILVER II
IHhrl5gwF5AsA7q0-pcCuP4E6ia2xe90a4tMLWfazWBT8T9LNWEJ6z0WjFJev19YiAGyAJ7MRdDD5A,BRONZE I
QJXmqd_vBBZB8v9JGNaj0plPtx8FInS0J3pSPKp12WB2LOVVnxTiBP33oQdqsiIfwoV2R51CD7vptA,SILVER IV
NYKCxAgdPj0nlwL_WQd5NQ6HbblVpWFp-zGvobuifbOiB4q__JSa1FAiUyElqeH3n5kHJAs8n9F-sg,BRONZE II
ULBHqhSSBYolfa-UslZeroxF08HZSzRoCp_jsIK31EISUgfoqUe6PFqlcrLcOYHbSbJX_MY1BqzAUg,SILVER IV
eH3_7dkUozZnhiEoH6pyp4qcVNuhvCvbItqax3fNkFg7DIitaybgNc4ikgL-zKxaW778m3p7my9n6w,SILVER IV
InV_ov_omsbcl8if8TISL6uyqSw-48WEz3YYNiH-0IiHzh5AJ9iHfB2lg1B6KcQNHBIpsVHJEzazsg,SILVER III
_C9Oce3rg1lmYDizPHTZddsreEI8EWpUWnMNZJ4FvFxg2qd0r9p59Om9iX_qEEKHnjLX7A8ort_T4w,SILVER IV
TamMumh5PpZj3Qh6ldzuX1VlxX6HWQ6FZXGKXCxeSjHrE0N3CAVqe36bWwb073o7nExBfyYr0iXecQ,UNRANKED
mEtRgsr1fKWunxYLH49-CT_AwNQnGporrIyvPShP2J6bngjgsY049NT6tW4358CaZPm0Ah89Mai0KQ,SILVER IV
SvW8XBIfXLeufPfmYeRH6k7iJgY8ns3FPRm-8RxsGuliD-edgWRAHLAgp3sjLwM2TF9ZRJlAJuc0Sw,BRONZE I
RtSkpvUhj8NSCJIPJS_eN6GPwuRS03RMmn5fnMkXN7FTXyi1uYwiqu3YRUPHEE-RD6va5rwEdOKWWA,GOLD III
1pNjNbmzKqoama7pFTSZRHByg8aZO-USB9xr0Gl_biDEZvoibslYIjL5nv3kfW4F-a3EGfWhBG6XmQ,BRONZE I
BM139_VbnuwA4eK_Lgum4vobjRt1TenyYJKVHCcrdo4LStWRsS_WgV3oAu-JWpDL609YZf3atDHklA,SILVER II
CacOKZFQ5OOnsKaFFJ7c2MARdiJrn6DdwXnZuZGpHc4EL6Z0McGoYjipLLtS_4RWeYNEBHy-VWATLg,SILVER II
6yQLYtEyvmfa2HYjKwkxd9sJUN2FhrjZO45CHMQx_i55tIjAF7Yta-F9rZ8nWgKQ5SC0CEOZUZnGjg,SILVER IV
ZeD1_llwgFXmQnJSGxoFUYFFPs1XVQzeHGvaht3hy3EVk27RZCLHIR9XDk3Bv_8UXC1_bYdVE0U0YA,BRONZE II
ngRrYiRD7p1VToVFVaI9Bbmrj7A6gtwxWr9QxELiH0yHeoQiUQWpiuY6lXXJwtgOA0bOkAybchzgEA,SILVER III
yIIu49zfIFTZ32cGmxVeIhSSLhKhvR6omop4TK2AonFh8bHASqf5mZ9xSMQio7eZZ2hp7m6Kt4t2dw,SILVER IV
oaT4L4G9GSvI5_QBskGzyltUM73z5NIQ7lSAExahfEtNeJHDBiAZZQ1HmsE-sSz35MJBvySxFenxdw,SILVER III
eVJNEUbTOLpL3jSUIJPnPgIEEngfMHfNXP_Vju-q3hQvSOMTck5ZB28XlKWaLLs_DPCDv2TyPGEh1Q,SILVER II
W-YpPyhRwfTgcbmJv_pOjwLlF6aU4OVZHLsCqZi_-1ntcoFACxwAEswW1xbqMs-FEBD1J3nOKoEvyg,SILVER IV
byGeXbwu_nQ14YDqH9wMB_u8QpQjKlEUBYI01cLrSaOX9tLTFfmneqEDQYaUnam4y-HdbSAX_rTlkw,SILVER IV
MybulO8Cq_mJdXwQU3W88s-7_-kYBiXpkhmNpYrzw9DcWFbOBElr9nvTfi3nP1nGhnO36zdJ62VUhQ,SILVER III
tg2-hQV9tZCMEtW5DoTIpzj0IzD24iGmrLO3HwFtsc1G-JxLASQwFxhSBCSsbn_cplPjM_f6us10gw,SILVER IV
bJEu_qVi5BDx8HC88IxbA5Le5kuGgu99z8_lBWxj1darPYTRSrDarOpvjxwkqo1SgcseX3DtaSiCrA,UNRANKED (Solo/Duo)
QtPz2M3TeSlIiBfDOfTRsOTkZRe2tfm6NjKbYtcT72uLJsI3B5X-AX45Yjwd2cbEErsRdgsCfLCCMg,SILVER I
